die Klammer	bracket, clamp, parenthesis	German	English
etwas ablehnen	to reject, to decline something	German	English
auswandern	to emigrate	German	English
beeindruckend	impressive	German	English
froh	glad, happy	German	English
die Geige	violin, fiddle	German	English
jemanden zu etwas inspirieren	to inspire someone to do something	German	English
das Klavier	piano	German	English
der Komponist	composer	German	English
der Minister	minister	German	English
revolutionär	revolutionary	German	English
der Stil	style	German	English
der Tod	death	German	English
der Wissenschaftler	scientist	German	English
